Id hecho,Vehículo_víctima,Sexo,Edad_víctima,Gravedad
LC-2021-0116894,Transporte público,F,64,Sd
LC-2021-0148556,Peatón,F,49,Sd
LC-2021-0160067,Moto,F,24,Sd
LC-2021-0162287,Moto,F,44,Sd
LC-2021-0170949,Moto,F,58,Sd
LC-2021-0171590,Moto,M,21,Sd
LC-2021-0177758,Ciclista,SD,SD,Sd
LC-2021-0177758,Ciclista,M,58,Sd
LC-2021-0184976,Peatón,F,27,Sd
LC-2021-0193075,Taxi,M,66,Sd
LC-2021-0195136,Moto,M,55,Sd
LC-2021-0197351,Peatón,F,46,Sd
LC-2021-0198853,Moto,M,20,Sd
LC-2021-0198910,Moto,M,29,Sd
LC-2021-0221410,Moto,M,25,Sd
LC-2021-0239990,Moto,M,44,Grave
LC-2021-0246524,Moto,F,29,Sd
LC-2021-0246972,Moto,F,23,Sd
LC-2021-0260062,Ciclista,F,45,Sd
LC-2021-0260632,Ciclista,M,32,Sd
LC-2021-0262135,Ciclista,M,50,Sd
LC-2021-0268276,Ciclista,F,30,Sd
LC-2021-0276555,Ciclista,M,36,Sd
LC-2021-0276596,Auto,M,19,Sd
LC-2021-0276993,Moto,M,46,Sd
LC-2021-0310087,Móvil,F,44,Sd
LC-2021-0323261,Ciclista,M,26,Sd
LC-2021-0327504,Moto,M,21,Sd
LC-2021-0330285,Moto,M,48,Sd
LC-2021-0334207,Moto,SD,SD,Sd
LC-2021-0374107,Moto,M,45,Sd
LC-2021-0375573,Transporte público,F,57,Sd
LC-2021-0379093,Moto,M,28,Sd
LC-2021-0384022,Sd,F,44,Sd
LC-2021-0384022,Sd,F,14,Sd
LC-2021-0397018,Sd,M,50,Sd
LC-2021-0398118,Peatón,M,75,Sd
LC-2021-0398118,Peatón,M,45,Sd
LC-2021-0402759,Peatón,F,60,Grave
LC-2021-0407057,Moto,M,20,Sd
LC-2021-0415596,Auto,M,29,Sd
LC-2021-0421802,Sd,SD,SD,Sd
LC-2021-0426101,Auto,F,46,Sd
LC-2021-0429176,Ciclista,M,45,Sd
LC-2021-0432523,Ciclista,M,26,Sd
LC-2021-0434385,Moto,M,23,Grave
LC-2021-0439241,Sd,F,68,Sd
LC-2021-0444513,Auto,M,74,Sd
LC-2021-0444513,Auto,F,70,Sd
LC-2021-0444513,Auto,F,53,Sd
LC-2021-0445439,Peatón,F,44,Sd
LC-2021-0448529,Auto,M,26,Sd
LC-2021-0451549,Moto,M,28,Sd
LC-2021-0451549,Moto,F,23,Sd
LC-2021-0453154,Moto,M,41,Sd
LC-2021-0458823,Peatón,M,34,Sd
LC-2021-0460710,Ciclista,M,40,Sd
LC-2021-0490319,Ciclista,M,81,Sd
LC-2021-0493601,Ciclista,M,24,Sd
LC-2021-0495661,Moto,M,21,Sd
LC-2021-0495820,Moto,F,23,Sd
LC-2021-0495970,Moto,M,19,Sd
LC-2021-0511838,Sd,M,24,Sd
LC-2021-0513559,Ciclista,F,58,Sd
LC-2021-0516651,Moto,M,49,Sd
LC-2021-0522344,Ciclista,M,20,Sd
LC-2021-0524022,Sd,M,49,Sd
LC-2021-0524595,Peatón,F,36,Sd
LC-2021-0540186,Transporte público,F,56,Sd
LC-2021-0542864,Sd,F,44,Sd
LC-2021-0542864,Sd,F,43,Sd
LC-2021-0542864,Sd,M,41,Sd
LC-2021-0542864,Sd,F,11,Sd
LC-2021-0542864,Sd,M,8,Sd
LC-2021-0544716,Peatón,F,86,Sd
LC-2021-0545053,Auto,M,22,Sd
LC-2021-0552285,Transporte público,SD,SD,Sd
LC-2021-0552792,Peatón,F,29,Sd
LC-2021-0554283,Moto,F,41,Sd
LC-2021-0562990,Ciclista,M,44,Sd
LC-2021-0585069,Auto,F,41,Sd
LC-2021-0588908,Transporte público,F,58,Sd
LC-2021-0591003,Moto,M,29,Sd
LC-2021-0598163,Auto,F,45,Sd
LC-2021-0598990,Moto,M,28,Sd
LC-2021-0599549,Moto,M,29,Sd
LC-2021-0604115,Moto,M,23,Sd
LC-2021-0609846,Moto,M,22,Sd
LC-2021-0627138,Ciclista,M,27,Sd
LC-2021-0629068,Moto,M,20,Sd
LC-2021-0638889,Moto,M,60,Sd
LC-2021-0643259,Ciclista,F,25,Sd
LC-2021-0649913,Moto,M,41,Sd
LC-2021-0649913,Moto,M,SD,Sd
LC-2021-0029118,Sd,M,84,Sd
LC-2021-0029118,Sd,M,58,Sd
LC-2021-0045990,Moto,M,25,Grave
LC-2021-0063321,Moto,M,46,Sd
LC-2021-0095952,Sd,SD,SD,Sd
LC-2021-0098414,Moto,M,35,Sd
LC-2021-0110239,Moto,M,27,Sd
LC-2021-0112187,Moto,M,37,Sd
LC-2021-0112200,Peatón,M,29,Sd
LC-2021-0123309,Sd,F,23,Grave
LC-2021-0123309,Sd,F,24,Grave
LC-2021-0123309,Sd,M,39,Sd
LC-2021-0125036,Moto,M,28,Sd
LC-2021-0129910,Moto,M,53,Sd
LC-2021-0133966,Transporte público,F,65,Sd
LC-2021-0136339,Auto,F,19,Sd
LC-2021-0143695,Utilitario,M,21,Sd
LC-2021-0147341,Peatón,M,46,Sd
LC-2021-0179081,Auto,M,SD,Sd
LC-2021-0179081,Auto,F,42,Sd
LC-2021-0179081,Auto,M,11,Sd
LC-2021-0180800,Ciclista,F,26,Sd
LC-2021-0187798,Auto,F,21,Sd
LC-2021-0215509,Sd,SD,SD,Sd
LC-2021-0222868,Ciclista,F,34,Sd
LC-2021-0239637,Sd,SD,SD,Sd
LC-2021-0239752,Moto,M,23,Sd
LC-2021-0248633,Moto,F,38,Sd
LC-2021-0250542,Moto,M,28,Sd
LC-2021-0253962,Transporte público,F,65,Sd
LC-2021-0255398,Sd,M,45,Sd
LC-2021-0259318,Ciclista,M,39,Sd
LC-2021-0306623,Transporte público,F,61,Sd
LC-2021-0329613,Moto,M,23,Sd
LC-2021-0345069,Ciclista,M,22,Sd
LC-2021-0349474,Transporte público,F,43,Sd
LC-2021-0382173,Sd,F,42,Sd
LC-2021-0388902,Sd,F,38,Grave
LC-2021-0421690,Sd,F,64,Sd
LC-2021-0423226,Transporte público,F,29,Sd
LC-2021-0430500,Sd,M,43,Sd
LC-2021-0441760,Transporte público,F,29,Sd
LC-2021-0458889,Sd,F,19,Sd
LC-2021-0464222,Sd,F,27,Sd
LC-2021-0466542,Sd,F,30,Sd
LC-2021-0467629,Sd,M,35,Sd
LC-2021-0488783,Sd,M,55,Sd
LC-2021-0494711,Sd,F,34,Sd
LC-2021-0505787,Sd,M,22,Sd
LC-2021-0512565,Sd,F,44,Sd
LC-2021-0512565,Sd,F,42,Sd
LC-2021-0512565,Sd,F,43,Sd
LC-2021-0527164,Sd,F,44,Sd
LC-2021-0528117,Sd,F,32,Sd
LC-2021-0529442,Sd,SD,SD,Sd
LC-2021-0532663,Móvil,M,36,Sd
LC-2021-0541225,Sd,M,27,Sd
LC-2021-0567700,Moto,SD,SD,Sd
LC-2021-0576010,Moto,M,33,Sd
LC-2021-0579680,Auto,M,36,Sd
LC-2021-0586628,Auto,M,56,Sd
LC-2021-0586829,Moto,M,41,Sd
LC-2021-0598754,Moto,M,38,Sd
LC-2021-0599187,Ciclista,M,23,Sd
LC-2021-0600968,Sd,M,32,Sd
LC-2021-0602743,Sd,M,55,Sd
LC-2021-0614816,Sd,F,56,Sd
LC-2021-0619164,Sd,SD,SD,Sd
LC-2021-0619191,Moto,M,26,Sd
LC-2021-0640341,Sd,F,31,Sd
LC-2021-0026710,Peatón,F,78,Grave
LC-2021-0073375,Ciclista,F,39,Sd
LC-2021-0078171,Moto,M,SD,Sd
LC-2021-0088122,Moto,F,21,Sd
LC-2021-0101439,Ciclista,M,34,Sd
LC-2021-0110752,Ciclista,M,28,Sd
LC-2021-0125172,Moto,M,39,Sd
LC-2021-0126425,Auto,M,43,Sd
LC-2021-0129100,Moto,M,SD,Sd
LC-2021-0140879,Sd,F,84,Sd
LC-2021-0142598,Ciclista,M,36,Sd
LC-2021-0150428,Transporte público,F,73,Sd
LC-2021-0152922,Auto,F,39,Sd
LC-2021-0152922,Auto,F,45,Sd
LC-2021-0172597,Ciclista,F,42,Sd
LC-2021-0172800,Sd,M,51,Grave
LC-2021-0173559,Moto,M,29,Sd
LC-2021-0188618,Moto,M,27,Sd
LC-2021-0189961,Sd,F,34,Sd
LC-2021-0200342,Sd,SD,SD,Sd
LC-2021-0210808,Sd,SD,SD,Sd
LC-2021-0213925,Sd,SD,SD,Sd
LC-2021-0217660,Peatón,M,70,Sd
LC-2021-0217660,Peatón,F,64,Sd
LC-2021-0241542,Moto,M,33,Grave
LC-2021-0247137,Moto,M,24,Sd
LC-2021-0252953,Ciclista,M,56,Sd
LC-2021-0265443,Ciclista,F,28,Sd
LC-2021-0276836,Peatón,F,30,Sd
LC-2021-0301370,Moto,M,31,Sd
LC-2021-0320651,Moto,M,38,Sd
LC-2021-0327988,Moto,M,24,Sd
LC-2021-0341312,Monopatín,M,45,Sd
LC-2021-0346800,Ciclista,F,28,Sd
LC-2021-0381676,Sd,M,44,Sd
LC-2021-0382340,Sd,F,35,Sd
LC-2021-0384288,Sd,M,30,Sd
LC-2021-0399762,Sd,M,35,Sd
LC-2021-0406723,Sd,M,31,Sd
LC-2021-0422376,Moto,M,40,Sd
LC-2021-0426249,Moto,M,28,Sd
LC-2021-0449524,Sd,M,4,Sd
LC-2021-0449694,Sd,F,79,Sd
LC-2021-0449694,Sd,F,47,Sd
LC-2021-0450312,Ciclista,M,24,Sd
LC-2021-0463280,Moto,M,52,Sd
LC-2021-0464541,Moto,M,23,Sd
LC-2021-0465124,Moto,M,34,Sd
LC-2021-0486737,Sd,F,54,Sd
LC-2021-0486737,Sd,F,52,Sd
LC-2021-0490125,Moto,F,32,Sd
LC-2021-0493734,Moto,M,32,Sd
LC-2021-0497726,Sd,F,33,Sd
LC-2021-0512197,Peatón,M,61,Sd
LC-2021-0514473,Moto,SD,SD,Sd
LC-2021-0517941,Moto,SD,SD,Sd
LC-2021-0520691,Sd,M,17,Sd
LC-2021-0522183,Ciclista,M,36,Sd
LC-2021-0522498,Ciclista,F,46,Sd
LC-2021-0522500,Sd,SD,SD,Sd
LC-2021-0531610,Moto,M,29,Sd
LC-2021-0535434,Transporte público,F,53,Sd
LC-2021-0538207,Ciclista,M,54,Sd
LC-2021-0539996,Sd,F,34,Sd
LC-2021-0543651,Auto,M,43,Sd
LC-2021-0550345,Peatón,M,20,Sd
LC-2021-0555667,Moto,M,34,Sd
LC-2021-0559554,Moto,M,38,Sd
LC-2021-0561538,Moto,M,21,Grave
LC-2021-0579908,Sd,M,51,Sd
LC-2021-0589051,Transporte público,F,32,Sd
LC-2021-0595224,Ciclista,M,31,Sd
LC-2021-0597594,Moto,M,24,Sd
LC-2021-0600231,Transporte público,F,73,Sd
LC-2021-0602277,Ciclista,M,43,Sd
LC-2021-0604880,Moto,M,27,Sd
LC-2021-0605874,Sd,M,84,Sd
LC-2021-0607044,Auto,SD,SD,Sd
LC-2021-0607044,Auto,M,SD,Sd
LC-2021-0607943,Moto,M,40,Sd
LC-2021-0622221,Ciclista,M,22,Sd
LC-2021-0642275,Sd,M,16,Sd
LC-2021-0642388,Taxi,F,42,Sd
LC-2021-0009650,Auto,M,62,Sd
LC-2021-0009650,Auto,M,42,Sd
LC-2021-0009650,Auto,M,34,Sd
LC-2021-0031433,Peatón,M,26,Sd
LC-2021-0041110,Peatón,F,45,Sd
LC-2021-0057797,Moto,M,25,Sd
LC-2021-0093736,Moto,M,56,Sd
LC-2021-0111367,Ciclista,F,SD,Sd
LC-2021-0258412,Moto,M,29,Sd
LC-2021-0268690,Moto,M,30,Sd
LC-2021-0270630,Transporte público,M,8,Sd
LC-2021-0317912,Moto,M,24,Sd
LC-2021-0336287,Auto,M,36,Sd
LC-2021-0340216,Moto,SD,SD,Sd
LC-2021-0347535,Peatón,F,44,Sd
LC-2021-0385994,Transporte público,M,56,Sd
LC-2021-0388433,Transporte público,F,30,Sd
LC-2021-0388772,Sd,M,51,Sd
LC-2021-0390139,Sd,M,24,Sd
LC-2021-0394019,Peatón,M,33,Sd
LC-2021-0401517,Sd,M,87,Sd
LC-2021-0425279,Ciclista,M,SD,Sd
LC-2021-0445784,Moto,M,29,Sd
LC-2021-0469098,Moto,M,34,Sd
LC-2021-0473835,Auto,F,34,Sd
LC-2021-0489610,Sd,M,34,Sd
LC-2021-0489610,Sd,M,29,Sd
LC-2021-0489700,Sd,M,44,Sd
LC-2021-0496013,Auto,M,35,Sd
LC-2021-0522525,Transporte público,F,64,Sd
LC-2021-0523529,Moto,M,28,Sd
LC-2021-0533936,Peatón,F,87,Sd
LC-2021-0537189,Moto,M,24,Sd
LC-2021-0540190,Peatón,F,69,Sd
LC-2021-0542629,Sd,SD,SD,Sd
LC-2021-0542746,Moto,M,26,Sd
LC-2021-0542968,Sd,F,77,Sd
LC-2021-0546073,Transporte público,F,58,Sd
LC-2021-0553445,Moto,M,28,Sd
LC-2021-0572508,Peatón,F,41,Sd
LC-2021-0580681,Ciclista,M,27,Sd
LC-2021-0584367,Ciclista,M,38,Sd
LC-2021-0600545,Auto,M,38,Sd
LC-2021-0600545,Auto,M,25,Sd
LC-2021-0607238,Peatón,M,19,Sd
LC-2021-0620300,Moto,M,33,Sd
LC-2021-0647056,Moto,SD,SD,Sd
LC-2021-0027816,Moto,M,24,Sd
LC-2021-0032667,Auto,F,61,Sd
LC-2021-0058115,Ciclista,M,30,Sd
LC-2021-0077140,Moto,M,58,Sd
LC-2021-0077140,Moto,F,56,Sd
LC-2021-0091351,Ciclista,F,30,Sd
LC-2021-0104166,Moto,F,29,Sd
LC-2021-0104166,Moto,F,28,Sd
LC-2021-0122614,Moto,M,52,Sd
LC-2021-0127553,Peatón,SD,SD,Sd
LC-2021-0128009,Moto,M,31,Sd
LC-2021-0131336,Moto,M,27,Sd
LC-2021-0161052,Moto,M,32,Sd
LC-2021-0164608,Moto,SD,SD,Sd
LC-2021-0173026,Moto,M,53,Sd
LC-2021-0189964,Auto,F,21,Sd
LC-2021-0195202,Moto,M,36,Sd
LC-2021-0254862,Auto,F,52,Sd
LC-2021-0259198,Ciclista,F,32,Sd
LC-2021-0261434,Ciclista,M,41,Sd
LC-2021-0262531,Ciclista,M,45,Sd
LC-2021-0262531,Ciclista,M,24,Sd
LC-2021-0277533,Auto,F,23,Sd
LC-2021-0310638,Moto,M,23,Sd
LC-2021-0313729,Ciclista,M,35,Sd
LC-2021-0326492,Ciclista,F,21,Sd
LC-2021-0328686,Ciclista,M,30,Sd
LC-2021-0343229,Moto,M,50,Sd
LC-2021-0379262,Moto,F,39,Sd
LC-2021-0388189,Sd,F,56,Sd
LC-2021-0390909,Ciclista,M,48,Sd
LC-2021-0415747,Moto,F,26,Sd
LC-2021-0424373,Moto,M,39,Sd
LC-2021-0439287,Peatón,F,20,Sd
LC-2021-0462004,Auto,M,56,Sd
LC-2021-0466314,Moto,M,30,Sd
LC-2021-0467503,Moto,M,35,Sd
LC-2021-0510935,Auto,F,31,Sd
LC-2021-0522799,Sd,M,36,Sd
LC-2021-0537645,Sd,SD,SD,Sd
LC-2021-0541456,Auto,M,38,Sd
LC-2021-0548013,Moto,M,27,Sd
LC-2021-0554384,Moto,M,36,Sd
LC-2021-0555620,Moto,SD,SD,Sd
LC-2021-0557006,Moto,M,21,Sd
LC-2021-0562410,Moto,F,30,Sd
LC-2021-0562410,Moto,M,18,Sd
LC-2021-0578277,Ciclista,M,35,Sd
LC-2021-0582874,Auto,SD,SD,Sd
LC-2021-0583741,Sd,M,35,Sd
LC-2021-0589900,Ciclista,F,27,Grave
LC-2021-0598198,Peatón,F,27,Sd
LC-2021-0608219,Moto,M,37,Sd
LC-2021-0609882,Utilitario,M,52,Sd
LC-2021-0621842,Moto,M,27,Sd
LC-2021-0626970,Peatón,F,19,Sd
LC-2021-0626970,Peatón,M,56,Sd
LC-2021-0626970,Peatón,M,34,Sd
LC-2021-0631126,Moto,M,34,Sd
LC-2021-0635072,Ciclista,M,23,Sd
LC-2021-0650467,Sd,M,70,Sd
LC-2021-0007182,Peatón,F,35,Sd
LC-2021-0030300,Auto,F,32,Sd
LC-2021-0030300,Auto,F,21,Sd
LC-2021-0035172,Moto,M,37,Sd
LC-2021-0042173,Moto,F,25,Sd
LC-2021-0052650,Ciclista,M,53,Sd
LC-2021-0057870,Moto,F,38,Sd
LC-2021-0057875,Peatón,F,82,Sd
LC-2021-0059421,Moto,M,30,Sd
LC-2021-0067305,Peatón,F,47,Sd
LC-2021-0074973,Moto,F,35,Sd
LC-2021-0076550,Ciclista,M,57,Sd
LC-2021-0076554,Taxi,F,22,Sd
LC-2021-0086169,Ciclista,F,37,Sd
LC-2021-0089666,Auto,M,31,Grave
LC-2021-0089666,Auto,M,34,Sd
LC-2021-0094491,Moto,M,33,Sd
LC-2021-0105028,Auto,F,75,Sd
LC-2021-0108026,Auto,SD,SD,Sd
LC-2021-0112793,Transporte público,F,41,Sd
LC-2021-0115660,Sd,F,25,Sd
LC-2021-0134659,Moto,F,25,Sd
LC-2021-0136828,Moto,M,33,Sd
LC-2021-0138435,Ciclista,M,17,Sd
LC-2021-0138717,Moto,M,SD,Sd
LC-2021-0144289,Utilitario,F,44,Sd
LC-2021-0144289,Utilitario,SD,SD,Sd
LC-2021-0146992,Moto,M,28,Sd
LC-2021-0162385,Sd,F,25,Sd
LC-2021-0177023,Ciclista,M,44,Sd
LC-2021-0183253,Ciclista,M,19,Sd
LC-2021-0183956,Ciclista,F,39,Sd
LC-2021-0190006,Peatón,M,38,Sd
LC-2021-0197779,Ciclista,F,31,Sd
LC-2021-0199341,Transporte público,F,19,Sd
LC-2021-0238964,Sd,SD,SD,Sd
LC-2021-0248351,Moto,M,20,Sd
LC-2021-0248781,Auto,M,42,Sd
LC-2021-0254184,Moto,M,32,Sd
LC-2021-0255626,Moto,M,22,Sd
LC-2021-0259449,Monopatín,F,30,Sd
LC-2021-0263433,Moto,F,29,Sd
LC-2021-0268453,Ciclista,M,22,Sd
LC-2021-0274811,Ciclista,M,21,Sd
LC-2021-0288528,Sd,F,41,Sd
LC-2021-0305184,Moto,M,48,Sd
LC-2021-0305184,Moto,M,25,Sd
LC-2021-0311285,Sd,F,27,Sd
LC-2021-0312107,Moto,M,43,Sd
LC-2021-0312647,Peatón,M,36,Sd
LC-2021-0318167,Transporte público,M,59,Sd
LC-2021-0318701,Moto,M,SD,Sd
LC-2021-0335028,Moto,M,30,Sd
LC-2021-0338138,Ciclista,F,32,Sd
LC-2021-0347792,Moto,SD,SD,Sd
LC-2021-0347792,Moto,M,38,Sd
LC-2021-0391892,Moto,M,26,Sd
LC-2021-0392527,Auto,SD,SD,Sd
LC-2021-0392527,Auto,F,45,Sd
LC-2021-0397440,Auto,M,41,Sd
LC-2021-0413251,Moto,M,27,Sd
LC-2021-0422685,Transporte público,F,49,Sd
LC-2021-0424465,Transporte público,F,SD,Sd
LC-2021-0426103,Moto,M,34,Sd
LC-2021-0428426,Moto,M,33,Sd
LC-2021-0435927,Sd,SD,SD,Sd
LC-2021-0437127,Peatón,F,44,Sd
LC-2021-0437298,Sd,M,32,Sd
LC-2021-0442266,Sd,F,41,Sd
LC-2021-0457161,Moto,M,29,Sd
LC-2021-0459085,Ciclista,M,42,Sd
LC-2021-0465233,Auto,M,38,Sd
LC-2021-0465233,Auto,M,23,Sd
LC-2021-0465733,Ciclista,F,55,Sd
LC-2021-0488013,Moto,M,31,Sd
LC-2021-0489681,Ciclista,M,24,Sd
LC-2021-0493570,Auto,M,44,Sd
LC-2021-0493709,Ciclista,M,54,Sd
LC-2021-0498435,Auto,F,50,Sd
LC-2021-0510311,Moto,F,27,Sd
LC-2021-0511344,Ciclista,M,26,Sd
LC-2021-0540129,Moto,F,37,Sd
LC-2021-0543416,Moto,F,28,Sd
LC-2021-0546769,Sd,SD,SD,Sd
LC-2021-0551220,Sd,M,43,Sd
LC-2021-0558186,Moto,M,36,Sd
LC-2021-0558186,Moto,M,26,Sd
LC-2021-0566435,Peatón,M,57,Sd
LC-2021-0579333,Ciclista,F,31,Sd
LC-2021-0580796,Moto,F,24,Sd
LC-2021-0589999,Monopatín,F,26,Sd
LC-2021-0590805,Moto,M,45,Grave
LC-2021-0591421,Taxi,M,67,Sd
LC-2021-0591421,Taxi,M,45,Sd
LC-2021-0597650,Moto,M,21,Sd
LC-2021-0608101,Transporte público,F,81,Sd
LC-2021-0608101,Transporte público,F,43,Sd
LC-2021-0608101,Transporte público,M,43,Sd
LC-2021-0608101,Transporte público,M,13,Sd
LC-2021-0609105,Ciclista,M,40,Sd
LC-2021-0627859,Moto,M,26,Sd
LC-2021-0641143,Sd,M,33,Grave
LC-2021-0641143,Sd,M,26,Sd
LC-2021-0646987,Moto,M,36,Sd
LC-2021-0017220,Moto,M,43,Sd
LC-2021-0035952,Moto,F,30,Sd
LC-2021-0036005,Ciclista,M,36,Sd
LC-2021-0071452,Auto,F,47,Sd
LC-2021-0102135,Peatón,M,SD,Sd
LC-2021-0118242,Moto,M,28,Sd
LC-2021-0120484,Auto,F,40,Sd
LC-2021-0124445,Peatón,M,45,Sd
LC-2021-0169376,Moto,M,31,Sd
LC-2021-0169823,Moto,M,38,Sd
LC-2021-0189483,Ciclista,F,26,Sd
LC-2021-0191084,Transporte público,F,45,Sd
LC-2021-0191084,Transporte público,F,35,Sd
LC-2021-0300852,Moto,M,27,Sd
LC-2021-0341811,Peatón,F,21,Sd
LC-2021-0392543,Ciclista,M,34,Sd
LC-2021-0404757,Moto,M,51,Sd
LC-2021-0421884,Moto,M,23,Sd
LC-2021-0455266,Ciclista,F,31,Sd
LC-2021-0533522,Ciclista,M,37,Sd
LC-2021-0540465,Moto,M,27,Sd
LC-2021-0594956,Auto,F,55,Sd
LC-2021-0631311,Ciclista,F,23,Sd
LC-2021-0651043,Sd,F,65,Sd
LC-2021-0231665,Sd,SD,SD,Sd
LC-2021-0051070,Auto,M,54,Sd
LC-2021-0193237,Moto,F,51,Sd
LC-2021-0193237,Moto,M,50,Sd
LC-2021-0233457,Sd,SD,SD,Sd
LC-2021-0250247,Ciclista,M,24,Sd
LC-2021-0303268,Moto,M,39,Sd
LC-2021-0374972,Transporte público,M,5,Sd
LC-2021-0374972,Transporte público,F,41,Sd
LC-2021-0391153,Sd,F,41,Sd
LC-2021-0394291,Peatón,F,25,Sd
LC-2021-0401763,Sd,SD,SD,Sd
LC-2021-0404138,Sd,SD,SD,Sd
LC-2021-0416628,Sd,M,55,Sd
LC-2021-0420534,Sd,M,33,Sd
LC-2021-0554403,Ciclista,F,SD,Sd
LC-2021-0566696,Peatón,F,SD,Sd
LC-2021-0612192,Transporte público,M,SD,Sd
LC-2021-0634996,Moto,M,42,Sd
LC-2021-0637925,Ciclista,M,35,Sd
LC-2021-0650406,Sd,M,38,Sd
LC-2021-0652398,Sd,SD,SD,Sd
LC-2021-0251578,Ciclista,M,31,Sd
LC-2021-0447404,Ciclista,M,51,Sd
LC-2021-0542779,Auto,F,49,Sd
LC-2021-0542779,Auto,M,39,Sd
LC-2021-0542779,Auto,F,25,Sd
LC-2021-0607210,Moto,SD,SD,Sd
LC-2021-0629412,Sd,M,25,Sd
LC-2021-0111814,Ciclista,F,32,Sd
LC-2021-0137294,Sd,SD,SD,Sd
LC-2021-0112033,Sd,SD,SD,Sd
LC-2021-0246906,Ciclista,F,35,Sd
LC-2021-0246201,Sd,SD,SD,Sd
LC-2021-0116824,Moto,M,40,Grave
LC-2021-0576757,Moto,SD,SD,Sd
LC-2021-0576757,Moto,F,19,Sd
LC-2021-0269210,Moto,M,32,Sd
LC-2021-0388627,Sd,F,34,Sd
LC-2021-0141683,Auto,M,48,Sd
LC-2021-0141683,Auto,F,40,Sd
LC-2021-0141683,Auto,F,39,Sd
LC-2021-0574011,Moto,SD,SD,Sd
LC-2021-0019831,Monopatín,M,34,Sd
LC-2021-0633419,Peatón,M,70,Sd
LC-2021-0576707,Moto,F,25,Sd
LC-2021-0576707,Moto,M,26,Sd
LC-2021-0113935,Moto,M,39,Sd
LC-2021-0062631,Sd,SD,SD,Sd
LC-2021-0098011,Auto,F,34,Sd
LC-2021-0098011,Auto,M,10,Sd
LC-2021-0107559,Peatón,M,66,Sd
LC-2021-0032285,Ciclista,M,55,Sd
LC-2021-0096079,Sd,F,18,Sd
LC-2021-0113072,Moto,M,26,Sd
LC-2021-0129665,Sd,M,43,Sd
LC-2021-0132595,Moto,M,46,Sd
LC-2021-0016916,Moto,M,72,Sd
LC-2021-0057294,Ciclista,M,38,Sd
LC-2021-0095637,Ciclista,SD,SD,Sd
LC-2021-0096257,Sd,M,19,Sd
LC-2021-0113672,Taxi,M,65,Sd
LC-2021-0113672,Taxi,F,40,Sd
LC-2021-0113672,Taxi,M,43,Sd
LC-2021-0124906,Sd,SD,SD,Sd
LC-2021-0037547,Sd,SD,SD,Sd
LC-2021-0113555,Sd,SD,SD,Sd
LC-2021-0030803,Sd,M,43,Sd
LC-2021-0096009,Sd,M,SD,Sd
LC-2021-0097949,Sd,M,40,Sd
LC-2021-0104974,Sd,F,36,Sd
LC-2021-0104974,Sd,M,26,Sd
LC-2021-0035745,Sd,SD,SD,Sd
LC-2021-0052187,Moto,M,37,Sd
LC-2021-0094096,Sd,F,51,Sd
LC-2021-0016064,Sd,M,62,Sd
LC-2021-0100316,Sd,M,27,Sd
LC-2021-0536536,Moto,M,24,Sd
LC-2021-0021093,Sd,SD,SD,Sd
LC-2021-0074560,Moto,M,30,Sd
LC-2021-0005869,Sd,M,23,Sd
LC-2021-0042871,Sd,SD,SD,Sd
LC-2021-0111800,Moto,M,58,Sd
LC-2021-0125167,Moto,M,46,Sd
LC-2021-0034935,Sd,SD,SD,Sd
LC-2021-0036486,Moto,M,52,Grave
LC-2021-0058691,Transporte público,F,43,Sd
LC-2021-0466623,Ciclista,F,54,Sd
LC-2021-0050809,Taxi,M,67,Sd
LC-2021-0062332,Peatón,M,32,Sd
LC-2021-0062332,Peatón,M,25,Sd
LC-2021-0442105,Sd,M,44,Sd
LC-2021-0014854,Taxi,SD,SD,Sd
LC-2021-0014854,Taxi,F,18,Sd
LC-2021-0014854,Taxi,M,SD,Sd
LC-2021-0513420,Moto,M,39,Sd
LC-2021-0453352,Moto,M,30,Sd
LC-2021-0027439,Moto,M,34,Sd
LC-2021-0027439,Moto,F,40,Sd
LC-2021-0027439,Moto,F,41,Sd
LC-2021-0122011,Sd,M,43,Sd
LC-2021-0443354,Sd,M,66,Sd
LC-2021-0443354,Sd,F,61,Sd
LC-2021-0069299,Auto,F,37,Sd
LC-2021-0536441,Transporte público,F,55,Sd
LC-2021-0422396,Moto,M,51,Grave
LC-2021-0472142,Peatón,F,85,Grave
LC-2021-0139517,Moto,M,29,Sd
LC-2021-0451847,Auto,F,71,Sd
LC-2021-0052858,Auto,M,53,Sd
LC-2021-0335920,Moto,M,69,Grave
LC-2021-0032262,Moto,M,37,Grave
LC-2021-0034120,Sd,SD,SD,Sd
LC-2021-0473027,Peatón,M,41,Grave
LC-2021-0043988,Utilitario,SD,SD,Sd
LC-2021-0063209,Ciclista,M,21,Sd
LC-2021-0064770,Moto,M,SD,Sd
LC-2021-0081434,Moto,SD,SD,Sd
LC-2021-0081434,Moto,F,17,Sd
LC-2021-0081680,Moto,M,52,Sd
LC-2021-0082215,Moto,M,44,Sd
LC-2021-0083914,Ciclista,M,15,Sd
LC-2021-0118683,Monopatín,M,28,Sd
LC-2021-0188502,Peatón,M,21,Sd
LC-2021-0200839,Moto,M,37,Grave
LC-2021-0226031,Sd,SD,SD,Sd
LC-2021-0248324,Moto,F,26,Sd
LC-2021-0254063,Peatón,M,62,Sd
LC-2021-0258091,Moto,M,41,Sd
LC-2021-0264868,Auto,F,44,Sd
